Unnamed: 0,encode_res,dest_res,ssim,lpips,vmaf,vmaf_neg,size,time,Source Directory,Source File,w0,w1,w2,w3
6.5,720.0,1080.0,0.7715301559584444,0.17899267370614275,97.14437807594338,96.95477066385702,6559.071428571428,14.735357142857143,VMAF_VMAF-NEG_CRF:22_W0:1.0_W1:1.0_W2:1.0_RF:True_MINI,srunet_epoch:4_ssim:0.7950_vmaf:96.9504_vmaf-neg:96.6957_lpips:0.0935_crf:22_720_1080_TEST_CRF22.csv,1.0,1.0,1.0,0.0
6.5,720.0,1080.0,0.7715931638330787,0.18029966802062275,97.17284194914014,96.93928508209558,6559.071428571428,14.735357142857143,VMAF_CRF:22_W0:1.0_W1:1.0_RF:True_MINI,srunet_epoch:4_ssim:0.7963_vmaf:96.9937_vmaf-neg:96.6731_lpips:0.0949_crf:22_720_1080_TEST_CRF22.csv,1.0,1.0,0.0,0.0
6.5,720.0,1080.0,0.7739285025239985,0.18080814771852735,97.04129034771607,96.94716028473495,6559.071428571428,14.735357142857143,LPIPS_CRF:22_W3:1.0_W1:1.0_RF:True,srunet_epoch:4_ssim:0.8043_vmaf:96.8197_vmaf-neg:96.6870_lpips:0.0909_crf:22_720_1080_TEST_CRF22.csv,0.0,1.0,0.0,1.0
6.5,720.0,1080.0,0.7739285023889257,0.18080814719562627,97.04128886857033,96.94716048555128,6559.071428571428,14.735357142857143,LPIPS_CRF:22_W3:1.0_W1:1.0_RF:True,srunet_epoch:4_ssim:0.8043_vmaf:96.8197_vmaf-neg:96.6870_lpips:0.0909_crf:22.pth_720_1080_TEST_CRF22.csv,0.0,1.0,0.0,1.0
6.5,720.0,1080.0,0.7767357645385503,0.1992189763588941,97.14848523675298,96.96685635517068,6559.071428571428,14.735357142857143,VMAF_VMAF-NEG_CRF:22_W0:1.0_W1:1.0_W2:1.0_RF:True,srunet_epoch:4_ssim:0.8074_vmaf:96.9860_vmaf-neg:96.7324_lpips:0.0994_crf:22.pth_720_1080_TEST_CRF22.csv,1.0,1.0,1.0,0.0
6.5,720.0,1080.0,0.770122516284734,0.18186901284884513,97.02950066586769,96.93719053540745,6559.071428571428,14.735357142857143,LPIPS_CRF:22_W3:1.0_W1:1.0_RF:True_MINI,srunet_epoch:4_ssim:0.7935_vmaf:96.7832_vmaf-neg:96.6521_lpips:0.1072_crf:22_720_1080_TEST_CRF22.csv,0.0,1.0,0.0,1.0
6.5,720.0,1080.0,0.7756594267784257,0.20105814143355882,97.17279554760962,96.93583607037706,6559.071428571428,14.735357142857143,VMAF_CRF:22_W0:1.0_W1:1.0_RF:True,srunet_epoch:4_ssim:0.8063_vmaf:97.0229_vmaf-neg:96.6810_lpips:0.1052_crf:22.pth_720_1080_TEST_CRF22.csv,1.0,1.0,0.0,0.0
6.5,720.0,1080.0,0.7756594263134359,0.2010581403046476,97.17279890970494,96.93583662030028,6559.071428571428,14.735357142857143,VMAF_CRF:22_W0:1.0_W1:1.0_RF:True,srunet_epoch:4_ssim:0.8063_vmaf:97.0229_vmaf-neg:96.6810_lpips:0.1052_crf:22_720_1080_TEST_CRF22.csv,1.0,1.0,0.0,0.0
6.5,720.0,1080.0,0.7751763334744579,0.1900933617843817,97.07248702686884,96.9576172812813,6559.071428571428,14.735357142857143,VMAF-NEG_CRF:22_W2:1.0_W1:1.0_RF:True,srunet_epoch:4_ssim:0.8053_vmaf:96.8860_vmaf-neg:96.7239_lpips:0.0865_crf:22.pth_720_1080_TEST_CRF22.csv,0.0,1.0,1.0,0.0
6.5,720.0,1080.0,0.7716055278510398,0.17900731163585928,97.07544404754874,96.95424494635844,6559.071428571428,14.735357142857143,VMAF-NEG_CRF:22_W2:1.0_W1:1.0_RF:True_MINI,srunet_epoch:4_ssim:0.7944_vmaf:96.8545_vmaf-neg:96.6884_lpips:0.0937_crf:22_720_1080_TEST_CRF22.csv,0.0,1.0,1.0,0.0
